,participant,word1,rating1,slider1.rt,word2,rating2,slider2.rt,word3,rating3,slider3.rt,word4,rating4,slider4.rt,word5,rating5,slider5.rt
258,5db5fa693d2b8e01654d351c,dark,5.0,3.2732,darkness,5.0,3.0834,scary,5.0,4.3645,scared,5.0,2.2916,sad,4.0,2.7875
259,5db5fa693d2b8e01654d351c,calm,4.0,3.2043,peaceful,4.0,4.2859,sidewalk,4.0,3.7725,cafe,5.0,2.5582,restaurant,4.0,4.2696
260,5db5fa693d2b8e01654d351c,sad,4.0,2.3326,indured,4.0,4.1265,damaged,5.0,43.2286,damage,5.0,2.5433,dog,4.0,3.6673
261,5db5fa693d2b8e01654d351c,scored,5.0,3.9026,slowmo,5.0,8.862,happy,4.0,28.2948,ecstatic,4.0,5.8916,excitement,5.0,6.5316
262,5db5fa693d2b8e01654d351c,danger,5.0,6.8475,fear,4.0,3.7717,scary,5.0,4.0466,scared,5.0,3.8423,sad,5.0,4.5577
263,5db5fa693d2b8e01654d351c,embarassment,5.0,9.2464,happy,4.0,4.8398,sad,3.0,1.7289,winner,5.0,6.1408,loser,5.0,3.5101
264,5db5fa693d2b8e01654d351c,fear,4.0,2.4117,scary,4.0,2.4372,scared,5.0,3.4128,fearful,5.0,2.8837,sad,4.0,1.8381
278,631e235a33040da66ddf51a1,hunger,5.0,4.276,desire,5.0,3.416,excite,5.0,7.23,salivate,5.0,6.051,motivated,5.0,4.696
279,631e235a33040da66ddf51a1,inspired,5.0,5.889,proud,5.0,7.797,strong,5.0,6.754,power,4.0,2.633,gratitude,3.0,21.891
280,631e235a33040da66ddf51a1,anger,5.0,3.299,disgust,5.0,2.589,sick,5.0,2.643,agitated,5.0,12.705,irritated,5.0,3.998
281,631e235a33040da66ddf51a1,inspired,5.0,4.269,hopeful,4.0,2.954,relief,5.0,2.509,happy,5.0,3.205,admiration,5.0,21.529
282,631e235a33040da66ddf51a1,sick,5.0,6.791,disgusted,5.0,2.928,horrified,5.0,6.178,sympathy,5.0,5.573,empathy,3.0,2.41
283,631e235a33040da66ddf51a1,happy,5.0,5.881,unified,4.0,3.373,proud,5.0,5.312,inspired,5.0,4.554,excite,3.0,13.55
284,631e235a33040da66ddf51a1,inspired,5.0,4.418,admiration,5.0,4.409,hopeful,5.0,3.241,proud,4.0,2.953,relieved,5.0,6.141
285,631e235a33040da66ddf51a1,calm,5.0,7.664,confused,4.0,3.864,awkward,4.0,2.469,bored,4.0,8.233,relaxed,5.0,6.002
286,631e235a33040da66ddf51a1,bad,5.0,4.299,sad,3.0,3.25,sympathy,5.0,4.167,empathy,5.0,3.926,surprise,5.0,12.666
287,631e235a33040da66ddf51a1,inspired,4.0,4.343,jealous,4.0,7.233,excite,3.0,8.321,hopeful,3.0,8.508,fun,3.0,5.364
288,631e235a33040da66ddf51a1,relieved,5.0,2.832,jumpy,5.0,5.471,happy,4.0,4.399,celebratory,5.0,5.722,surprise,4.0,14.268
289,631e235a33040da66ddf51a1,fear,4.0,2.973,worry,4.0,2.524,agitation,5.0,11.147,surprise,4.0,19.485,sympathy,4.0,14.166
290,631e235a33040da66ddf51a1,humorous,5.0,4.471,relate,5.0,4.704,giggly,5.0,9.99,sympathy,5.0,3.982,understanding,5.0,16.241
291,631e235a33040da66ddf51a1,inspired,5.0,4.48,grand,5.0,2.7,small,5.0,8.317,finite,5.0,3.576,wonder,5.0,3.216
292,631e235a33040da66ddf51a1,shock,4.0,3.061,confusion,5.0,3.652,awkward,4.0,2.238,curiosity,5.0,6.051,interest,5.0,3.879
293,631e235a33040da66ddf51a1,worry,5.0,3.366,fear,5.0,1.577,empathy,5.0,3.731,sympathy,5.0,2.413,upset,5.0,7.977
294,631e235a33040da66ddf51a1,inspired,5.0,2.905,happy,5.0,2.17,longing,5.0,3.957,love,5.0,3.769,hopeful,5.0,5.212
295,631e235a33040da66ddf51a1,excite,5.0,14.699,fun,5.0,4.66,turned-on,5.0,6.936,surprised,5.0,7.033,curious,5.0,3.569
296,631e235a33040da66ddf51a1,shock,5.0,3.024,sad,5.0,1.388,worry,5.0,2.359,fear,5.0,1.731,curiosity,5.0,4.272
297,631e235a33040da66ddf51a1,bored,5.0,2.839,calm,5.0,3.963,peace,5.0,2.227,bland,5.0,5.419,serene,5.0,16.169
298,631e235a33040da66ddf51a1,sad,5.0,1.15,empathetic,5.0,4.262,worry,5.0,2.444,sympathy,5.0,3.31,concern,5.0,3.29
299,631e235a33040da66ddf51a1,excite,5.0,2.81,inspired,5.0,2.64,admiration,5.0,6.108,hyped,5.0,7.426,interested,5.0,4.569
300,631e235a33040da66ddf51a1,fear,5.0,2.147,concern,5.0,2.587,shock,5.0,2.398,worry,5.0,3.01,upset,5.0,3.307
301,631e235a33040da66ddf51a1,excite,5.0,2.901,inspired,5.0,2.988,happy,5.0,3.992,interested,5.0,5.283,hyped,5.0,10.047
302,631e235a33040da66ddf51a1,humorous,5.0,3.431,laugh,5.0,2.536,nostalgic,5.0,29.251,giggly,5.0,15.407,fun,5.0,3.929
316,637eb13382d8d0b315fbc3dc,salivating,5.0,15.2307,aestetic,5.0,12.2146,impressed,5.0,5.3747,hungry,5.0,22.0405,intrigued,4.0,16.1902
317,637eb13382d8d0b315fbc3dc,confused,5.0,4.5979,uncertain,5.0,6.1244,victor,5.0,6.988,wartorn,5.0,6.7605,ptsd,3.0,48.8789
318,637eb13382d8d0b315fbc3dc,shocked,5.0,7.466,violence,5.0,8.3214,disrespectful,5.0,11.1079,barbaric,5.0,12.3907,confused,5.0,15.6085
319,637eb13382d8d0b315fbc3dc,faith,5.0,4.862,humanity,5.0,6.1089,cute,5.0,3.4141,freezing,5.0,3.1447,polar,5.0,4.3479
320,637eb13382d8d0b315fbc3dc,disgust,5.0,4.9787,pleasant,1.0,5.1417,unpleasant,5.0,8.024,outburst,5.0,44.7723,repulsive,5.0,7.1397
321,637eb13382d8d0b315fbc3dc,joy,5.0,4.2121,accomplished,5.0,7.5714,pride,5.0,5.4113,excited,5.0,18.6084,sporty,5.0,68.4918
322,637eb13382d8d0b315fbc3dc,oil,5.0,5.8443,disaster,5.0,4.4069,cruel,5.0,9.0574,safe,1.0,3.7063,good-will,5.0,12.0237
323,637eb13382d8d0b315fbc3dc,awkward,5.0,2.2859,cringe,5.0,6.1324,fluid,1.0,3.3069,natural,2.0,5.6543,broke,2.0,101.807
324,637eb13382d8d0b315fbc3dc,painful,5.0,6.0677,uncomfortable,5.0,9.5054,skillful,1.0,3.9226,skill-issue,5.0,8.5249,funny,5.0,13.5229
325,637eb13382d8d0b315fbc3dc,rich,5.0,8.9766,wealth,5.0,5.9732,condescending,5.0,8.1282,ironic,5.0,5.624,belittle,5.0,5.6463
326,637eb13382d8d0b315fbc3dc,close,3.0,6.1813,adrenaline,5.0,122.9909,life-staking,4.0,7.9484,traumatic,5.0,35.9239,extreme,5.0,5.9628
327,637eb13382d8d0b315fbc3dc,stupidity,5.0,6.9542,fool,5.0,3.3805,unlawful,5.0,19.7567,taxi,5.0,7.6561,scary,4.0,130.2728
328,637eb13382d8d0b315fbc3dc,bored,4.0,3.4504,uninterested,5.0,11.0285,politics,4.0,5.5467,public,5.0,5.073,liar,5.0,3.8578
329,637eb13382d8d0b315fbc3dc,extreme,5.0,6.6793,rush,5.0,3.6068,safe,2.0,2.7253,adventurous,4.0,9.6575,grand,4.0,90.3736
330,637eb13382d8d0b315fbc3dc,bizzare,4.0,5.7158,creative,4.0,4.4049,abstract,4.0,3.8028,modern,5.0,3.2298,artistic,5.0,5.8412
331,637eb13382d8d0b315fbc3dc,smog,4.0,17.4563,accident,5.0,4.2422,arson,2.0,3.2129,destructive,5.0,8.6738,devasted,4.0,127.8217
332,637eb13382d8d0b315fbc3dc,nostalgia,4.0,6.6623,old,4.0,3.4096,elderly,5.0,4.8894,growth,5.0,4.0242,decades,4.0,19.5945
333,637eb13382d8d0b315fbc3dc,euphoric,4.0,5.4322,libido,4.0,4.632,intense,5.0,4.5241,hormonal,5.0,7.8404,pheramones,4.0,5.6911
334,637eb13382d8d0b315fbc3dc,didnt,4.0,44.6295,see,4.0,3.9913,this,4.0,3.7898,video,5.0,7.2757,play,4.0,2.8232
335,637eb13382d8d0b315fbc3dc,solitude,4.0,6.5015,lonely,5.0,5.0929,quiet,5.0,4.9081,tranquill,5.0,9.8907,serenity,5.0,7.5252
336,637eb13382d8d0b315fbc3dc,disabled,4.0,5.5924,unfortunate,4.0,7.2401,sad,5.0,4.0748,exhausted,2.0,5.4397,healthy,1.0,7.4768
337,637eb13382d8d0b315fbc3dc,le,4.0,6.7303,bron,4.0,4.673,dunks,5.0,8.3803,impressive,5.0,11.7249,calibrated,5.0,4.9445
338,637eb13382d8d0b315fbc3dc,explosion,5.0,8.6793,turbulence,5.0,11.6423,disaster,5.0,8.8249,grounded,5.0,9.0447,loss,5.0,6.2756
339,637eb13382d8d0b315fbc3dc,cocky,5.0,5.313,showboat,5.0,6.6795,ignorant,5.0,9.8108,arrogant,5.0,4.6919,tide-turner,5.0,15.052
340,637eb13382d8d0b315fbc3dc,paedophilia,5.0,7.5127,weird,5.0,3.7746,film,5.0,5.1107,witty,5.0,11.5228,christmas,5.0,7.9104
354,6127b32b912465823dca1e4b,hungry,5.0,6.5932,jealous,4.0,10.9589,smooth,4.0,6.6994,yummy,5.0,10.3498,guilty,3.0,9.3534
355,6127b32b912465823dca1e4b,interested,4.0,9.2627,inspired,4.0,7.3787,goosebumps,4.0,10.2753,admiring,5.0,7.9245,patriotic,3.0,5.1551
356,6127b32b912465823dca1e4b,disgusted,5.0,6.4089,sick,5.0,8.638,cowardly,5.0,14.262,evil,4.0,4.1249,revengeful,2.0,12.3215
357,6127b32b912465823dca1e4b,wonderful,5.0,6.6687,happy,5.0,3.5149,love,4.0,4.0479,humankind,5.0,6.9041,delighted,5.0,5.0949
358,6127b32b912465823dca1e4b,disgusting,5.0,7.796,sorry-for,5.0,13.7867,unhygenic,4.0,5.5897,gross,5.0,4.006,funny,4.0,8.6801
359,6127b32b912465823dca1e4b,aroused,5.0,5.271,happy,4.0,13.8525,passionate,4.0,9.9086,awesome,3.0,24.3693,warm,4.0,3.4642
360,6127b32b912465823dca1e4b,sad,5.0,4.988,angry,5.0,4.7026,hopeful,3.0,5.3543,guilty,5.0,14.3033,frustrated,4.0,5.3956
361,6127b32b912465823dca1e4b,funny,5.0,8.9126,friendly,4.0,8.8725,laughing,5.0,7.6818,identify-with,4.0,10.6729,joyful,3.0,4.9463
362,6127b32b912465823dca1e4b,worried,5.0,9.5751,annoyed-at,4.0,13.8125,sorry-for,4.0,6.2847,little-laugh,3.0,9.7551,bad-luck,5.0,28.2648
363,6127b32b912465823dca1e4b,aroused,4.0,10.2259,annoyed,4.0,6.7056,cheap,4.0,14.1636,money-makes-me-sick,4.0,17.0482,hot,4.0,29.0052
364,6127b32b912465823dca1e4b,worried,5.0,4.5701,lucky,5.0,8.6742,stupid,4.0,5.4065,annoyed-at,4.0,4.9957,adrenaline,5.0,13.7862
365,6127b32b912465823dca1e4b,angry,5.0,12.4094,selfish,5.0,3.7621,moron,5.0,2.9021,annoyed,5.0,9.44,idiot,5.0,11.024
366,6127b32b912465823dca1e4b,nostalgia,4.0,7.2691,meh,4.0,20.29,troll,4.0,31.9396,decent-person,3.0,18.8336,wise,4.0,27.7122
367,6127b32b912465823dca1e4b,afaid,5.0,10.4976,glad-its-not-me,5.0,19.3965,dizzy,5.0,6.267,adrenaline,4.0,11.1401,nervous,5.0,5.1604
368,6127b32b912465823dca1e4b,cool,4.0,6.6639,weird,3.0,3.8242,avoid,3.0,8.2596,confused,5.0,11.8782,unsure,4.0,4.3844
369,6127b32b912465823dca1e4b,compassion,4.0,7.5975,fear,4.0,3.4448,glad-its-not-me,4.0,16.6162,suspiscion,3.0,8.6509,fear,4.0,5.2046
370,6127b32b912465823dca1e4b,happy,5.0,5.0994,sadness,4.0,4.4741,respect,5.0,5.4013,warm,5.0,3.6994,loving,5.0,3.964
371,6127b32b912465823dca1e4b,aroused,5.0,6.5545,hot,5.0,19.6926,excited,5.0,5.3614,blood-up,5.0,11.3279,comfort,5.0,4.8309
372,6127b32b912465823dca1e4b,worried,5.0,10.9229,confused,3.0,6.5408,angry,3.0,9.9074,curious,4.0,5.737,compassionate,5.0,9.2501
373,6127b32b912465823dca1e4b,meh,5.0,9.4289,bored,4.0,3.693,thirsty,3.0,4.9432,hungry,3.0,5.6327,uninspired,4.0,6.465
374,6127b32b912465823dca1e4b,funny,4.0,8.0857,lazy,4.0,4.974,loving,3.0,3.8795,smart,5.0,5.8256,annoyed,3.0,4.8101
375,6127b32b912465823dca1e4b,hyped,4.0,9.981,anger,4.0,26.6706,traitor,3.0,5.814,greedy,5.0,4.4379,envious,3.0,5.2017
376,6127b32b912465823dca1e4b,disgusted,5.0,8.5733,worried,5.0,4.7118,glad-i-survived,5.0,9.26,guilt,3.0,6.335,curious,4.0,5.1976
377,6127b32b912465823dca1e4b,idiot,5.0,7.4344,justice,4.0,8.1958,good,4.0,8.603,happy,4.0,3.7585,pumped,4.0,7.1812
378,6127b32b912465823dca1e4b,nostalgic,5.0,8.4648,sad,5.0,3.8717,hopeful,4.0,15.9433,amused,5.0,4.1222,old,5.0,6.3425
392,6358f1332459f21caa585aef,hungry,4.0,5.753,satisfied,4.0,11.495,impressed,3.0,6.796,calm,3.0,11.907,relaxed,4.0,15.705
393,6358f1332459f21caa585aef,proud,4.0,3.531,impressed,2.0,8.683,bored,3.0,3.224,calm,3.0,5.919,happy,3.0,9.638
394,6358f1332459f21caa585aef,disgusted,4.0,3.573,afraid,4.0,2.203,disappointed,4.0,6.037,angry,4.0,3.262,annoyed,4.0,2.784
395,6358f1332459f21caa585aef,happy,5.0,3.336,thankful,5.0,2.948,entertained,3.0,7.744,impressed,3.0,10.199,joy,4.0,6.911
396,6358f1332459f21caa585aef,disgusted,5.0,5.455,cringe,5.0,5.391,uneasy,4.0,9.398,sickened,4.0,10.276,annoyed,3.0,17.206
397,6358f1332459f21caa585aef,happy,3.0,2.231,calm,4.0,1.989,relaxed,4.0,4.199,joyful,4.0,9.193,proud,4.0,2.744
398,6358f1332459f21caa585aef,thankful,4.0,7.919,happy,4.0,2.552,calm,2.0,3.63,impressed,3.0,11.437,bored,2.0,16.238
399,6358f1332459f21caa585aef,cringy,4.0,3.37,funny,4.0,5.552,relatable,4.0,6.142,fun,3.0,4.476,amused,4.0,7.955
400,6358f1332459f21caa585aef,sadness,4.0,4.04,afraid,3.0,11.161,unfortunate,4.0,10.815,anxious,4.0,12.773,sympathy,4.0,13.322
401,6358f1332459f21caa585aef,annoyed,4.0,6.454,cold,4.0,4.231,bored,2.0,6.79,mad,4.0,9.461,upset,3.0,2.224
402,6358f1332459f21caa585aef,anxious,5.0,5.373,afraid,4.0,3.573,on-edge,4.0,6.19,thankful,4.0,10.572,bored,1.0,5.518
403,6358f1332459f21caa585aef,upset,4.0,5.996,confused,4.0,4.701,bored,3.0,5.913,anxious,3.0,13.561,happy,1.0,4.393
404,6358f1332459f21caa585aef,bored,4.0,2.926,unfunny,4.0,3.791,annoyed,3.0,5.024,calm,3.0,1.926,distracted,3.0,13.475
405,6358f1332459f21caa585aef,anxious,4.0,5.51,on-edge,4.0,2.774,impressed,4.0,2.365,amazed,4.0,3.092,thankful,3.0,9.085
406,6358f1332459f21caa585aef,creeped-out,4.0,4.892,uneasy,4.0,6.183,dff,3.0,49.097,funny,4.0,8.148,annoyed,2.0,9.04
407,6358f1332459f21caa585aef,sad,4.0,2.304,unfortunate,4.0,4.614,sympathy,3.0,5.401,annoyed,3.0,4.706,anxious,4.0,5.641
408,6358f1332459f21caa585aef,calm,4.0,3.975,loving,4.0,2.276,lovely,4.0,17.328,loving,4.0,4.505,lonely,3.0,3.697
409,6358f1332459f21caa585aef,turned-on,4.0,12.266,joy,4.0,3.057,excited,4.0,5.62,happy,4.0,3.175,hot,3.0,4.836
410,6358f1332459f21caa585aef,afraid,5.0,5.482,on-edge,5.0,3.017,anxious,5.0,4.988,scared,5.0,4.252,sad,4.0,2.574
411,6358f1332459f21caa585aef,uninterested,4.0,6.698,bored,4.0,3.271,unappealing,4.0,8.426,calm,3.0,7.419,neutral,3.0,5.141
412,6358f1332459f21caa585aef,funny,4.0,6.705,lazy,4.0,5.335,happy,3.0,5.329,interested,3.0,7.908,motivated,3.0,7.224
413,6358f1332459f21caa585aef,happy,4.0,2.969,joyful,4.0,2.878,motivated,4.0,2.94,amazed,4.0,4.711,happy,4.0,3.211
414,6358f1332459f21caa585aef,afraid,5.0,3.989,anxious,5.0,5.502,scared,4.0,2.739,unpleased,3.0,3.197,sad,4.0,4.054
415,6358f1332459f21caa585aef,funny,4.0,5.794,entertained,4.0,4.134,karma,4.0,3.9,interested,4.0,4.648,deserved,4.0,2.829
416,6358f1332459f21caa585aef,entertained,4.0,11.844,scared,4.0,2.295,anxious,4.0,6.392,annoyed,4.0,3.477,uneasy,3.0,9.202
430,6016bbe3a28c6014fd3236b8,hungry,4.0,10.691,happy,4.0,28.9665,mellow,4.0,10.9662,desire,5.0,11.0709,relaxed,5.0,15.3549
431,6016bbe3a28c6014fd3236b8,victorious,5.0,14.3951,patriotic,5.0,18.6279,proud,4.0,6.2499,eased,5.0,29.5575,grief,3.0,23.3121
432,6016bbe3a28c6014fd3236b8,anger,5.0,4.7225,disgust,5.0,8.0813,sadness,4.0,5.2844,inquiring,4.0,43.3391,annoyed,5.0,16.8369
433,6016bbe3a28c6014fd3236b8,relief,5.0,11.3228,caring,4.0,8.1112,worry,4.0,6.4573,hopefull,4.0,56.4192,bewildered,3.0,21.5269
434,6016bbe3a28c6014fd3236b8,sympathize,4.0,79.6575,upsetting,4.0,6.5818,nauseated,4.0,115.9821,unappealing,5.0,26.6565,stuffed,4.0,77.5473
435,6016bbe3a28c6014fd3236b8,joy,5.0,9.8288,solidarity,4.0,128.4179,proud,4.0,9.3692,jovial,4.0,31.4815,pleased,3.0,29.8231
436,6016bbe3a28c6014fd3236b8,unsure,5.0,10.3963,distressed,3.0,9.8912,inquisitive,4.0,24.354,responsibility,3.0,51.3921,unhappy,3.0,17.429
437,6016bbe3a28c6014fd3236b8,joyful,3.0,33.2953,delighted,4.0,62.8939,victory,4.0,160.2868,comradeship,5.0,30.1962,successful,4.0,50.6582
438,6016bbe3a28c6014fd3236b8,amused,3.0,19.1001,agony,3.0,56.3901,childhood,4.0,14.0908,nostalgic,5.0,18.2854,expectations-met,4.0,156.3181
439,6016bbe3a28c6014fd3236b8,hopeful,3.0,7.3271,cringed,4.0,13.9303,bored,5.0,79.1457,uninspired,3.0,22.8872,annoyed,3.0,73.303
440,6016bbe3a28c6014fd3236b8,elated,5.0,45.4234,afraid,4.0,5.055,engaged,5.0,10.6962,awoken,4.0,4.9841,suspenseful,4.0,94.3389
441,6016bbe3a28c6014fd3236b8,uninterested,3.0,18.3559,normal,4.0,16.8541,monotonous,4.0,65.2771,uncertain,5.0,56.7754,pondering,4.0,64.7669
442,6016bbe3a28c6014fd3236b8,smug,3.0,18.6113,bliss,3.0,17.8211,settled,4.0,35.3811,at-ease,4.0,101.6205,successful,3.0,11.2087
443,6016bbe3a28c6014fd3236b8,freightening,5.0,13.6224,pondering,4.0,11.4619,inspiring,5.0,48.1218,thrilled,5.0,7.627,worried,3.0,5.0948
444,6016bbe3a28c6014fd3236b8,bewildered,5.0,12.7036,charmed,3.0,48.9301,entertained,4.0,68.6389,confused,4.0,65.6506,contemplative,3.0,74.2993
445,6016bbe3a28c6014fd3236b8,anxious,4.0,37.4918,terrified,4.0,49.5184,disquieting,5.0,11.3019,empathy,5.0,8.6063,shocked,4.0,14.8786
446,6016bbe3a28c6014fd3236b8,calming,5.0,5.5506,joyous,5.0,32.942,chuffed,5.0,32.3056,wishful,5.0,8.6146,at-peace,4.0,14.7669
447,6016bbe3a28c6014fd3236b8,aroused,3.0,44.0144,excited,4.0,30.4261,jealous,3.0,261.5173,envy,4.0,45.3893,furfillment,3.0,34.4035
448,6016bbe3a28c6014fd3236b8,shock,5.0,28.4654,concern,5.0,7.2224,helpless,5.0,18.5582,pain,3.0,18.9927,agitated,4.0,65.2306
449,6016bbe3a28c6014fd3236b8,blissful,5.0,5.7874,relaxed,5.0,13.0276,independent,3.0,62.4596,belonging,4.0,13.4829,tranquil,5.0,62.0838
450,6016bbe3a28c6014fd3236b8,helpless,5.0,10.7883,concern,5.0,31.1549,sad,5.0,3.5552,neglected,4.0,15.7239,anger,3.0,12.9459
451,6016bbe3a28c6014fd3236b8,furfilled,4.0,10.947,hair-raising,4.0,66.3409,wishful,3.0,24.2087,invigorating,5.0,19.9965,impressed,5.0,26.0472
452,6016bbe3a28c6014fd3236b8,stunned,5.0,65.1316,traumetized,3.0,17.4818,scared,5.0,5.756,despairing,5.0,75.4029,glum,3.0,15.6246
453,6016bbe3a28c6014fd3236b8,amused,5.0,51.2974,nail-biting,5.0,30.3681,thrilling,4.0,40.28,entertained,3.0,10.8703,stimulated,3.0,11.9036
454,6016bbe3a28c6014fd3236b8,nostalgic,5.0,12.0289,daunted,4.0,56.911,reflective,3.0,32.278,uncomfortable,3.0,22.4897,trapped,4.0,14.9749
468,63b777a4a6218e81a5651ca1,hungry,4.0,9.169,happy,3.0,28.964,jealous,4.0,5.389,upset,1.0,6.749,excite,3.0,4.111
469,63b777a4a6218e81a5651ca1,upset,3.0,8.714,focused,4.0,6.172,amused,2.0,5.297,angry,4.0,7.04,encouraged,3.0,3.776
470,63b777a4a6218e81a5651ca1,angry,5.0,5.162,upset,5.0,2.056,disgusted,5.0,4.722,wounded,4.0,12.307,sadness,4.0,6.86
471,63b777a4a6218e81a5651ca1,motivated,4.0,6.557,happiness,5.0,7.726,encouraged,4.0,7.976,pleased,4.0,4.001,comforted,5.0,15.455
472,63b777a4a6218e81a5651ca1,disgusted,5.0,3.525,amused,3.0,18.571,upset,3.0,4.643,happiness,2.0,7.104,content,4.0,5.497
473,63b777a4a6218e81a5651ca1,excite,4.0,3.877,encouraged,4.0,2.995,motivated,4.0,2.989,happiness,4.0,4.163,optimistic,4.0,4.997
474,63b777a4a6218e81a5651ca1,sadness,4.0,13.972,optimistic,2.0,5.445,peaceful,4.0,15.676,let-down,4.0,6.815,determined,4.0,6.056
475,63b777a4a6218e81a5651ca1,amused,4.0,3.706,calm,4.0,17.023,upset,1.0,10.873,sad,1.0,1.718,angry,1.0,3.066
476,63b777a4a6218e81a5651ca1,painful,5.0,7.084,wounded,5.0,8.273,calm,1.0,3.829,tender,4.0,5.58,amused,2.0,13.275
477,63b777a4a6218e81a5651ca1,disgusted,5.0,6.751,angry,4.0,3.518,amused,1.0,2.02,calm,2.0,6.594,optimistic,1.0,12.669
478,63b777a4a6218e81a5651ca1,calm,1.0,4.0,on-edge,5.0,5.396,afraid,4.0,6.858,upset,3.0,19.532,glad,5.0,8.234
479,63b777a4a6218e81a5651ca1,glad,5.0,2.639,upset,4.0,2.427,unthusiastic,4.0,10.537,encouraged,5.0,4.147,determined,4.0,4.755
480,63b777a4a6218e81a5651ca1,amused,2.0,4.59,calm,3.0,2.789,rejected,3.0,20.272,upset,3.0,11.8,joyful,2.0,5.247
481,63b777a4a6218e81a5651ca1,on-edge,5.0,3.957,afraid,4.0,3.003,encouraged,3.0,3.215,focused,4.0,4.132,prepared,4.0,9.047
482,63b777a4a6218e81a5651ca1,afraid,3.0,2.761,confused,5.0,3.15,unsure,4.0,2.791,interested,4.0,9.257,calm,2.0,9.834
483,63b777a4a6218e81a5651ca1,afraid,4.0,3.165,calm,1.0,1.824,optimistic,2.0,13.349,sadness,4.0,3.158,damaged,4.0,4.255
484,63b777a4a6218e81a5651ca1,calm,4.0,2.185,assured,5.0,5.34,happy,4.0,4.127,encouraged,4.0,7.789,optimistic,4.0,5.011
485,63b777a4a6218e81a5651ca1,uncomfortable,4.0,5.261,excite,1.0,4.703,calm,3.0,1.713,disgusted,3.0,7.351,upset,2.0,8.801
486,63b777a4a6218e81a5651ca1,afraid,5.0,3.231,on-edge,5.0,2.564,confused,4.0,4.479,secure,1.0,3.782,heavy,4.0,3.607
487,63b777a4a6218e81a5651ca1,calm,5.0,2.36,content,5.0,3.283,comfortable,5.0,8.01,relaxed,4.0,4.288,peaceful,5.0,2.457
488,63b777a4a6218e81a5651ca1,sadness,4.0,3.496,pain,4.0,3.676,angry,4.0,2.262,sorrowful,4.0,5.095,dejected,4.0,3.553
489,63b777a4a6218e81a5651ca1,motivated,4.0,2.605,excited,5.0,2.862,encouraged,4.0,2.138,inspired,4.0,6.581,refreshed,4.0,6.381
490,63b777a4a6218e81a5651ca1,afraid,4.0,2.755,sorrowful,5.0,3.687,crushed,4.0,3.915,sadness,4.0,7.665,wounded,4.0,9.606
491,63b777a4a6218e81a5651ca1,amused,5.0,2.256,pleased,4.0,8.111,delighted,4.0,3.861,assured,4.0,4.8,calm,3.0,8.66
492,63b777a4a6218e81a5651ca1,amused,4.0,5.789,calm,4.0,1.73,nostalgic,5.0,12.986,creative,4.0,11.374,inspired,3.0,2.427
506,60e6b3c2b44641460846760d,delighted,4.0,1.4832,amazed,4.0,4.5813,intrigued,4.0,5.0611,happy,4.0,15.2178,excited,4.0,7.7599
507,60e6b3c2b44641460846760d,bored,4.0,6.5472,calm,4.0,11.2662,dull,4.0,4.2691,numb,4.0,4.2697,impatient,4.0,4.2547
508,60e6b3c2b44641460846760d,annoyed,4.0,4.9248,angry,4.0,3.4723,incredulous,4.0,3.6306,amazed,4.0,7.6582,curious,4.0,4.6661
509,60e6b3c2b44641460846760d,intrigued,5.0,2.0751,interested,4.0,0.5684,amused,5.0,3.4171,happy,4.0,2.4944,curious,4.0,4.3627
510,60e6b3c2b44641460846760d,disgusted,5.0,1.4987,amused,3.0,2.6083,grossed-out,5.0,18.7913,annoyed,3.0,16.9783,stressed,3.0,1.292
511,60e6b3c2b44641460846760d,amused,4.0,1.8125,bored,3.0,3.4975,uninterested,4.0,7.7663,disengaged,3.0,1.0402,bored,4.0,4.0354
512,60e6b3c2b44641460846760d,curious,4.0,2.3856,interested,4.0,0.9511,sad,4.0,1.5272,sympathetic,4.0,11.4574,sad,4.0,8.2123
513,60e6b3c2b44641460846760d,amused,4.0,2.1821,confused,5.0,5.965,intrigued,4.0,5.1179,happy,4.0,5.9046,curious,4.0,4.6672
514,60e6b3c2b44641460846760d,anxious,5.0,6.179,embarrassed,4.0,13.2665,upset,5.0,5.0033,intrigued,4.0,14.5888,scared,4.0,5.4993
515,60e6b3c2b44641460846760d,bored,5.0,3.3625,upset,3.0,2.9856,numb,4.0,8.691,upset,3.0,9.2196,calm,4.0,11.0392
516,60e6b3c2b44641460846760d,scared,4.0,2.3271,anxious,5.0,4.0112,amazed,4.0,6.6532,relieved,5.0,3.8836,stressed,4.0,6.368
517,60e6b3c2b44641460846760d,confused,4.0,1.4797,bewildered,4.0,0.6296,bored,4.0,5.7548,calm,4.0,2.2923,impatient,4.0,9.4025
518,60e6b3c2b44641460846760d,amused,4.0,2.7956,curious,4.0,4.2847,intrigued,4.0,3.2778,embarrassed,3.0,8.8689,interested,4.0,4.9302
519,60e6b3c2b44641460846760d,confused,4.0,4.0461,anxious,5.0,4.2491,curious,4.0,3.2489,intrigued,4.0,4.9675,stressed,3.0,2.4368
520,60e6b3c2b44641460846760d,confused,5.0,2.0628,anxious,3.0,3.8297,curious,5.0,1.9182,interested,5.0,3.6662,befuddled,5.0,5.0553
521,60e6b3c2b44641460846760d,sad,4.0,2.9141,anxious,3.0,4.2088,upset,3.0,13.9457,sympathy,4.0,9.0017,excited,3.0,7.0722
522,60e6b3c2b44641460846760d,calm,4.0,3.4059,relieved,4.0,8.712,happy,3.0,4.5539,content,4.0,3.1133,bored,3.0,4.3423
