,participant,word1,rating1,slider1.rt,word2,rating2,slider2.rt,word3,rating3,slider3.rt,word4,rating4,slider4.rt,word5,rating5,slider5.rt
151,5db5fa693d2b8e01654d351c,proud,5,11.9941,strong,4,0.6613,strength,5,4.1654,war,5,8.2942,hard,5,6.049
152,5db5fa693d2b8e01654d351c,sad,5,1.335,mad,5,1.274,sadness,5,0.6286,angry,5,0.6222,afraid,5,1.2186
153,5db5fa693d2b8e01654d351c,happy,5,5.7717,cold,5,2.7502,scared,5,7.6223,na,3,5.8411,na,3,1.7199
154,5db5fa693d2b8e01654d351c,sick,4,1.5583,difficult,4,0.6388,cold,4,3.8144,vomit,5,3.9053,sickness,5,6.6516
155,5db5fa693d2b8e01654d351c,happy,4,660.042,digest,4,6.8822,many,4,3.817,dobber,4,4.1986,mony,4,5.367
156,5db5fa693d2b8e01654d351c,happy,5,6.5024,cleaning,4,4.761,kind,4,2.858,great,5,10.8622,clean,4,4.2603
157,5db5fa693d2b8e01654d351c,happy,5,4.3456,excited,5,4.7772,team,5,6.4762,clean,4,369.0761,dirty,4,4.1099
158,5db5fa693d2b8e01654d351c,painful,5,4.9721,hurts,5,5.9907,hurting,5,5.2908,skating,5,5.9074,injury,5,6.7786
159,5db5fa693d2b8e01654d351c,money,5,5.6623,happy,4,4.0361,joy,4,9.3229,sadness,4,4.3079,safe,4,169.5705
160,5db5fa693d2b8e01654d351c,scary,4,2.8638,danger,5,3.3629,dangerous,5,6.7337,life,5,5.6795,lifeless,4,5.37
161,5db5fa693d2b8e01654d351c,danger,4,5.281,scary,3,2.5138,angry,4,4.8475,justice,4,4.9239,police,5,65.4323
162,5db5fa693d2b8e01654d351c,na,3,1.9137,na,3,0.8036,na,3,0.6227,na,3,0.6164,na,3,0.5689
163,5db5fa693d2b8e01654d351c,scary,5,2.9772,heartattack,5,8.4354,danger,5,2.3747,fear,5,2.7787,afraid,5,12.6949
164,5db5fa693d2b8e01654d351c,weird,5,4.4599,bird,5,3.3676,confusing,5,12.2014,interesting,4,24.6697,costume,5,8.6122
165,5db5fa693d2b8e01654d351c,fire,5,2.8624,scared,5,2.2596,scary,5,2.7288,danger,5,2.8249,dangerous,5,4.039
166,5db5fa693d2b8e01654d351c,love,5,2.6558,caring,4,4.5497,kindness,4,3.8682,fg,3,159.1343,ge,3,2.1861
167,5db5fa693d2b8e01654d351c,excitement,5,10.1361,aroused,5,8.1402,arousing,5,4.3553,sexual,5,3.9342,excited,5,10.0933
168,5db5fa693d2b8e01654d351c,dark,5,3.2732,darkness,5,3.0834,scary,5,4.3645,scared,5,2.2916,sad,4,2.7875
169,5db5fa693d2b8e01654d351c,calm,4,3.2043,peaceful,4,4.2859,sidewalk,4,3.7725,cafe,5,2.5582,restaurant,4,4.2696
170,5db5fa693d2b8e01654d351c,sad,4,2.3326,injured,4,4.1265,damaged,5,43.2286,damage,5,2.5433,dog,4,3.6673
171,5db5fa693d2b8e01654d351c,scored,5,3.9026,slow,5,8.862,happy,4,28.2948,ecstatic,4,5.8916,excitement,5,6.5316
172,5db5fa693d2b8e01654d351c,danger,5,6.8475,fear,4,3.7717,scary,5,4.0466,scared,5,3.8423,sad,5,4.5577
173,5db5fa693d2b8e01654d351c,embarrassment,5,9.2464,happy,4,4.8398,sad,3,1.7289,winner,5,6.1408,loser,5,3.5101
174,5db5fa693d2b8e01654d351c,fear,4,2.4117,scary,4,2.4372,scared,5,3.4128,fearful,5,2.8837,sad,4,1.8381
175,631e235a33040da66ddf51a1,hunger,5,4.276,desire,5,3.416,excite,5,7.23,salivate,5,6.051,motivated,5,4.696
176,631e235a33040da66ddf51a1,inspired,5,5.889,proud,5,7.797,strong,5,6.754,power,4,2.633,gratitude,3,21.891
177,631e235a33040da66ddf51a1,anger,5,3.299,disgust,5,2.589,sick,5,2.643,agitated,5,12.705,irritated,5,3.998
178,631e235a33040da66ddf51a1,inspired,5,4.269,hopeful,4,2.954,relief,5,2.509,happy,5,3.205,admiration,5,21.529
179,631e235a33040da66ddf51a1,sick,5,6.791,disgusted,5,2.928,horrified,5,6.178,sympathy,5,5.573,empathy,3,2.41
180,631e235a33040da66ddf51a1,happy,5,5.881,unified,4,3.373,proud,5,5.312,inspired,5,4.554,excite,3,13.55
181,631e235a33040da66ddf51a1,inspired,5,4.418,admiration,5,4.409,hopeful,5,3.241,proud,4,2.953,relieved,5,6.141
182,631e235a33040da66ddf51a1,calm,5,7.664,confused,4,3.864,awkward,4,2.469,bored,4,8.233,relaxed,5,6.002
183,631e235a33040da66ddf51a1,bad,5,4.299,sad,3,3.25,sympathy,5,4.167,empathy,5,3.926,surprise,5,12.666
184,631e235a33040da66ddf51a1,inspired,4,4.343,jealous,4,7.233,excite,3,8.321,hopeful,3,8.508,fun,3,5.364
185,631e235a33040da66ddf51a1,relieved,5,2.832,jumpy,5,5.471,happy,4,4.399,celebratory,5,5.722,surprise,4,14.268
186,631e235a33040da66ddf51a1,fear,4,2.973,worry,4,2.524,agitation,5,11.147,surprise,4,19.485,sympathy,4,14.166
187,631e235a33040da66ddf51a1,humorous,5,4.471,relate,5,4.704,giggly,5,9.99,sympathy,5,3.982,understanding,5,16.241
188,631e235a33040da66ddf51a1,inspired,5,4.48,grand,5,2.7,small,5,8.317,finite,5,3.576,wonder,5,3.216
189,631e235a33040da66ddf51a1,shock,4,3.061,confusion,5,3.652,awkward,4,2.238,curiosity,5,6.051,interest,5,3.879
190,631e235a33040da66ddf51a1,worry,5,3.366,fear,5,1.577,empathy,5,3.731,sympathy,5,2.413,upset,5,7.977
191,631e235a33040da66ddf51a1,inspired,5,2.905,happy,5,2.17,longing,5,3.957,love,5,3.769,hopeful,5,5.212
192,631e235a33040da66ddf51a1,excite,5,14.699,fun,5,4.66,turned-on,5,6.936,surprised,5,7.033,curious,5,3.569
