mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.clicked_name,refresh_rate,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name
0.032536938,-0.431315104,1,0,0,image,60ff3e5e7fe55695d0a48d7f,6396f8745d1f37561e366b48,2022-12-12_09h56.06.662,manan_emotional_response_experiment,2022.2.4,MacIntel,59.94125757,6396785a4e220576388bef3c,,,,,,,,,,,,,,,,,,,
,,,,,,60ff3e5e7fe55695d0a48d7f,6396f8745d1f37561e366b48,2022-12-12_09h56.06.662,manan_emotional_response_experiment,2022.2.4,MacIntel,59.94125757,6396785a4e220576388bef3c,0.004834945,-0.382390566,1,0,0,image,,,,,,,,,,,,,
,,,,,,60ff3e5e7fe55695d0a48d7f,6396f8745d1f37561e366b48,2022-12-12_09h56.06.662,manan_emotional_response_experiment,2022.2.4,MacIntel,59.94125757,6396785a4e220576388bef3c,,,,,,,-0.034790717,-0.383563345,1,0,0,image,59.94125757,,,,,,
,,,,,,60ff3e5e7fe55695d0a48d7f,6396f8745d1f37561e366b48,2022-12-12_09h56.06.662,manan_emotional_response_experiment,2022.2.4,MacIntel,59.94125757,6396785a4e220576388bef3c,,,,,,,,,,,,,,0.016166291,-0.378412882,1,0,0,image
,,,,,,60ff3e5e7fe55695d0a48d7f,6396f8745d1f37561e366b48,2022-12-12_09h56.06.662,manan_emotional_response_experiment,2022.2.4,MacIntel,59.94125757,6396785a4e220576388bef3c,,,,,,,,,,,,,,,,,,,
,,,,,,60ff3e5e7fe55695d0a48d7f,6396f8745d1f37561e366b48,2022-12-12_09h56.06.662,manan_emotional_response_experiment,2022.2.4,MacIntel,59.94125757,6396785a4e220576388bef3c,,,,,,,,,,,,,,,,,,,
