mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.clicked_name,refresh_rate,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,slider1_2.response,slider1_2.rt,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name
0.063498956,-0.386411596,1,0,0,image,6149d5f45bf0224465552803,6396f8767de156d2e5708b54,2022-12-12_09h46.50.747,manan_emotional_response_experiment,2022.2.4,Linux aarch64,20.01641346,6396785a4e220576388bef3c,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6149d5f45bf0224465552803,6396f8767de156d2e5708b54,2022-12-12_09h46.50.747,manan_emotional_response_experiment,2022.2.4,Linux aarch64,20.01641346,6396785a4e220576388bef3c,0.063498956,-0.386411596,1,0,0,image,,,,,,,,,,,,,,,,,,,,,
,,,,,,6149d5f45bf0224465552803,6396f8767de156d2e5708b54,2022-12-12_09h46.50.747,manan_emotional_response_experiment,2022.2.4,Linux aarch64,20.01641346,6396785a4e220576388bef3c,,,,,,,0.063498956,-0.386411596,1,0,0,image,30.00120005,,,,,,,,,,,,,,
,,,,,,6149d5f45bf0224465552803,6396f8767de156d2e5708b54,2022-12-12_09h46.50.747,manan_emotional_response_experiment,2022.2.4,Linux aarch64,20.01641346,6396785a4e220576388bef3c,,,,,,,,,,,,,,0.063498956,-0.386411596,1,0,0,image,,,,,,,,
,,,,,,6149d5f45bf0224465552803,6396f8767de156d2e5708b54,2022-12-12_09h46.50.747,manan_emotional_response_experiment,2022.2.4,Linux aarch64,20.01641346,6396785a4e220576388bef3c,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6149d5f45bf0224465552803,6396f8767de156d2e5708b54,2022-12-12_09h46.50.747,manan_emotional_response_experiment,2022.2.4,Linux aarch64,20.01641346,6396785a4e220576388bef3c,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6149d5f45bf0224465552803,6396f8767de156d2e5708b54,2022-12-12_09h46.50.747,manan_emotional_response_experiment,2022.2.4,Linux aarch64,20.01641346,6396785a4e220576388bef3c,,,,,,,,,,,,,,,,,,,,4,28.116,0.02834419,-0.41251451,1,0,0,image
